del,2997257
put,5877670
put,889923
put,724818
del,629134
del,522206
del,546092
del,1143379
store,1653433
del,80178
store,253875
del,118801
del,39670
get,151906
del,153791
put,493222
get,130534
store,189480
store,207570
put,91074
get,92540
get,41346
get,99734
store,241861
put,175931
store,131582
get,83949
del,41346
store,70959
get,120687
put,43721
put,124947
put,89676
del,110559
del,48750
put,79550
get,196116
get,223284
put,242770
store,243119
get,243398
get,363107
put,149950
get,274198
del,238230
put,221887
put,38064
put,34362
del,36248
del,69143
get,128299
store,361152
put,214204
del,315684
store,171811
store,85766
get,123899
get,119430
put,370999
get,140172
del,63416
del,39460
get,82065
get,73893
store,96172
put,127461
store,110490
put,76406
put,34851
store,41974
store,39460
del,92960
put,111677
del,42604
store,41905
store,31429
del,40438
get,64115
store,107627
get,44280
store,40439
get,111607
store,314777
store,318898
del,278180
get,119220
put,92470
get,45397
put,44279
del,40648
get,37784
store,151347
get,37714
store,38133
put,145969
store,50845
put,41905
get,44629
put,45886
store,93448
del,66071
get,36179
put,34153
del,35759
del,36667
put,37644
store,36178
get,34781
store,125436
get,41067
get,37225
store,43372
store,34851
get,34781
put,33314
del,35549
put,110350
get,36667
get,67537
store,80668
store,41347
get,35759
store,75709
get,54267
del,61531
get,40369
del,225658
get,704842
put,178097
del,91563
get,33873
put,28146
del,24724
del,27099
put,27518
put,30032
put,29543
store,43022
del,31987
store,28076
get,26261
store,26331
put,24026
get,23816
put,107975
del,44000
store,36597
get,36806
store,36807
del,36178
store,122712
store,58317
get,34292
del,27657
put,32406
store,39530
store,32407
get,40019
del,36737
get,29543
store,34851
store,124877
get,86534
store,95963
del,56782
del,73264
put,80667
put,69213
store,84019
put,119709
del,46724
del,33384
del,52451
put,853466
del,1079963
put,98686
get,56432
get,31917
get,27168
del,26679
put,28076
del,756246
del,2061029
put,179004
del,80597
del,36737
del,43442
get,37994
store,31918
store,25352
get,26400
put,24305
store,29473
store,22698
put,24724
get,45398
put,24096
store,34851
del,25213
get,30311
store,23885
get,25771
del,97220
put,75848
store,68165
put,48052
store,22070
get,20324
del,28635
store,20534
store,20045
put,21791
del,23886
put,21022
put,78153
get,25213
put,215532
store,480442
del,465076
del,212807
del,78642
put,36528
del,63486
store,30521
get,24864
del,125436
put,75918
get,46375
get,25981
store,208687
put,72636
del,54756
store,48330
get,44350
store,28705
get,29124
put,32686
put,47144
del,23886
get,176211
del,44210
put,110141
del,84020
put,27587
get,58178
store,969193
store,146807
get,72775
get,60064
store,18369
put,21441
put,47562
put,34921
store,37156
store,441749
get,270916
put,98546
store,52102
get,32896
store,23257
put,23258
get,20393
put,21022
store,136401
store,43860
put,32476
store,40998
del,22349
store,19626
get,20883
store,28565
del,25352
del,18019
get,17321
put,19556
store,15855
get,15784
del,17950
del,15226
get,14248
del,15714
store,14457
put,15505
del,14248
del,13270
put,15156
get,16133
put,15854
del,20114
get,15365
store,15225
store,13758
put,14806
get,14876
put,15435
del,20045
put,16063
del,15155
store,15994
store,14737
del,26680
get,64394
put,16553
get,18019
del,538480
put,710639
del,550003
store,359825
put,577731
store,442237
put,506283
store,715878
store,518086
put,565928
get,650855
get,52940
put,19277
store,16063
get,16692
get,13828
del,14108
store,15784
put,17111
store,15156
put,15715
put,13968
put,13689
put,52312
get,278249
store,25143
put,18159
del,14946
get,15365
get,14597
put,15156
store,15365
put,14946
put,16482
get,16273
del,15295
put,13968
put,59645
get,234669
put,19626
del,14388
put,14597
put,14388
del,14877
store,13759
put,14318
del,28146
put,17740
del,15854
del,13689
del,15435
put,52521
get,19137
put,159030
put,414580
put,434834
put,384478
put,23397
put,15365
del,15854
store,13270
put,15156
get,12432
del,21442
store,14737
put,14667
store,14807
put,14737
del,14247
get,14457
get,68375
store,16553
store,12502
get,14806
put,14527
put,21442
del,16483
del,18648
get,22978
get,573400
del,54617
store,41277
put,17949
put,31429
store,60553
del,26890
del,12292
put,22000
del,32896
get,23327
del,12851
get,22489
put,13200
put,30451
get,77315
get,12431
put,17530
store,18857
del,34851
put,9988
put,37714
get,10127
put,10406
put,9988
del,11384
put,9638
del,8521
del,9639
del,9917
store,10127
get,8870
del,37575
del,11035
put,11874
put,89048
put,12991
store,10407
put,11105
del,10966
get,10965
put,10337
get,12083
store,14736
get,9848
get,8660
del,9499
del,9219
put,9010
store,8032
del,18298
get,13270
get,11594
